276	277	274	274	0.125	0.125
275	278	281	281	0.125	0.125
276	279	288	288	0.125	0.125
251	281	250	250	0.125	0.125
251	282	252	252	0.0833333	0.0833333
302	282	252	252	0.0833333	0.0833333
302	287	304	304	0.125	0.125
281	283	275	275	0.125	0.125
281	284	282	282	0.125	0.125
287	284	282	282	0.125	0.125
287	286	299	299	0.125	0.125
273	288	271	271	0.125	0.125
324	293	323	323	0.0833333	0.0833333
273	293	323	323	0.0833333	0.0833333
324	294	325	325	0.125	0.125
288	289	276	276	0.125	0.125
294	291	293	293	0.125	0.125
288	291	293	293	0.125	0.125
294	292	300	300	0.125	0.125
304	299	302	302	0.125	0.125
325	300	324	324	0.125	0.125
304	301	328	328	0.0833333	0.0833333
325	301	328	328	0.0833333	0.0833333
299	296	287	287	0.125	0.125
300	297	294	294	0.125	0.125
299	298	301	301	0.125	0.125
300	298	301	301	0.125	0.125
252	302	249	251	0.166667	0.166667
252	303	253	253	0.125	0.125
306	303	253	253	0.125	0.125
328	304	325	327	0.166667	0.166667
306	305	329	329	0.125	0.125
328	305	329	329	0.125	0.125
323	324	273	272	0.166667	0.166667
328	325	305	304	0.166667	0.166667
347	326	346	346	0.125	0.125
323	326	346	346	0.125	0.125
328	327	348	348	0.125	0.125
347	327	348	348	0.125	0.125
511	531	510	510	0.125	0.125
530	531	510	510	0.125	0.125
511	532	512	512	0.125	0.125
535	532	512	512	0.125	0.125
530	533	553	554	0.166667	0.166667
535	534	585	586	0.166667	0.166667
530	553	529	529	0.125	0.125
552	553	529	529	0.125	0.125
530	554	533	531	0.166667	0.166667
606	555	605	605	0.125	0.125
552	555	605	605	0.125	0.125
606	556	609	607	0.166667	0.166667
533	557	530	530	0.0833333	0.0833333
554	557	530	530	0.0833333	0.0833333
533	558	534	534	0.125	0.125
554	559	556	556	0.125	0.125
558	560	557	557	0.125	0.125
559	560	557	557	0.125	0.125
558	561	564	564	0.125	0.125
559	562	571	571	0.125	0.125
534	564	533	533	0.125	0.125
534	565	535	535	0.0833333	0.0833333
585	565	535	535	0.0833333	0.0833333
585	570	587	587	0.125	0.125
564	566	558	558	0.125	0.125
564	567	565	565	0.125	0.125
570	567	565	565	0.125	0.125
570	569	582	582	0.125	0.125
556	571	554	554	0.125	0.125
607	576	606	606	0.0833333	0.0833333
556	576	606	606	0.0833333	0.0833333
607	577	608	608	0.125	0.125
571	572	559	559	0.125	0.125
577	574	576	576	0.125	0.125
571	574	576	576	0.125	0.125
577	575	583	583	0.125	0.125
587	582	585	585	0.125	0.125
608	583	607	607	0.125	0.125
587	584	611	611	0.0833333	0.0833333
608	584	611	611	0.0833333	0.0833333
582	579	570	570	0.125	0.125
583	580	577	577	0.125	0.125
582	581	584	584	0.125	0.125
583	581	584	584	0.125	0.125
535	585	532	534	0.166667	0.166667
535	586	536	536	0.125	0.125
589	586	536	536	0.125	0.125
611	587	608	610	0.166667	0.166667
589	588	612	612	0.125	0.125
611	588	612	612	0.125	0.125
606	607	556	555	0.166667	0.166667
611	608	588	587	0.166667	0.166667
630	609	629	629	0.125	0.125
606	609	629	629	0.125	0.125
611	610	631	631	0.125	0.125
630	610	631	631	0.125	0.125
706	726	705	705	0.125	0.125
725	726	705	705	0.125	0.125
706	727	707	707	0.125	0.125
730	727	707	707	0.125	0.125
725	728	748	749	0.166667	0.166667
730	729	780	781	0.166667	0.166667
725	748	724	724	0.125	0.125
747	748	724	724	0.125	0.125
725	749	728	726	0.166667	0.166667
801	750	800	800	0.125	0.125
747	750	800	800	0.125	0.125
801	751	804	802	0.166667	0.166667
728	752	725	725	0.0833333	0.0833333
749	752	725	725	0.0833333	0.0833333
728	753	729	729	0.125	0.125
749	754	751	751	0.125	0.125
753	755	752	752	0.125	0.125
754	755	752	752	0.125	0.125
753	756	759	759	0.125	0.125
754	757	766	766	0.125	0.125
729	759	728	728	0.125	0.125
729	760	730	730	0.0833333	0.0833333
780	760	730	730	0.0833333	0.0833333
780	765	782	782	0.125	0.125
759	761	753	753	0.125	0.125
759	762	760	760	0.125	0.125
765	762	760	760	0.125	0.125
765	764	777	777	0.125	0.125
751	766	749	749	0.125	0.125
802	771	801	801	0.0833333	0.0833333
751	771	801	801	0.0833333	0.0833333
802	772	803	803	0.125	0.125
766	767	754	754	0.125	0.125
772	769	771	771	0.125	0.125
766	769	771	771	0.125	0.125
772	770	778	778	0.125	0.125
782	777	780	780	0.125	0.125
803	778	802	802	0.125	0.125
782	779	806	806	0.0833333	0.0833333
803	779	806	806	0.0833333	0.0833333
777	774	765	765	0.125	0.125
778	775	772	772	0.125	0.125
777	776	779	779	0.125	0.125
778	776	779	779	0.125	0.125
730	780	727	729	0.166667	0.166667
730	781	731	731	0.125	0.125
784	781	731	731	0.125	0.125
806	782	803	805	0.166667	0.166667
784	783	807	807	0.125	0.125
806	783	807	807	0.125	0.125
801	802	751	750	0.166667	0.166667
806	803	783	782	0.166667	0.166667
825	804	824	824	0.125	0.125
801	804	824	824	0.125	0.125
806	805	826	826	0.125	0.125
825	805	826	826	0.125	0.125
